duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
76,,Movie,Only the Dead,15-11-2018,2015,TV-MA,"Given unprecedented access to soldiers and terrorists alike, journalist Michael Ware presents an epic, uncensored, intimate account of the Iraq War.",80075824
92,,Movie,Pimpal,15-11-2018,2017,TV-PG,"As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business.",81035108
119,,Movie,Savita Damodar Paranjpe,15-11-2018,2018,TV-14,"When his wife begins to exhibit alarming behavior, a husband tries to find whether she suffers from a personality disorder or something more sinister.",81035107
45,,Movie,Shopkins: Chef Club,15-11-2018,2016,TV-Y,"In this first full Shopkins movie, Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition.",81028556
75,,Movie,Shopkins: Wild,15-11-2018,2018,TV-Y,Beloved movie star Scarletta Gateau visits Shopville and recruits the Shopkins for a quest through the jungle to the mysterious world of Pawville.,81028574
71,,Movie,Shopkins: World Vacation,15-11-2018,2017,TV-Y,"The Shopkins and Shoppies jet around the world in search of missing friend Kooky Cookie, a stolen diamond and more vloggable adventure.",81028560
81,,Movie,The Crew,15-11-2018,2015,TV-MA,"After an unexpected misstep, a crew of skilled Parisian robbers find themselves forced to carry out a daring heist for a powerful crime organization.",80196044
115,,Movie,The Giant,15-11-2018,2017,TV-MA,"In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act.",80122177
142,,Movie,A Flying Jatt,15-11-2017,2016,TV-14,A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.,80136925
131,,Movie,Lucky: No Time for Love,15-11-2017,2005,TV-14,"During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos.",70040076
69,,Movie,Dieter Nuhr: Nuhr in Berlin,15-11-2016,2016,TV-MA,"The cerebral and popular German cabaret comic expounds his theories on gender norms, primal instincts and a decidedly gastrointestinal Big Bang.",80117532
77,,Movie,Mumbai Cha Raja,15-11-2016,2012,TV-14,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother.",70260514
88,,Movie,Clarence Clemons: Who Do I Think I Am?,14-11-2019,2019,TV-MA,This intimate documentary follows the life of legendary saxophonist Clarence Clemons and his spiritual awakening before his death in 2011.,81156627
54,,Movie,Fadily Camara : La plus drôle de tes copines,14-11-2019,2019,TV-MA,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris.",81096745
66,,Movie,DeRay Davis: How to Act Black,14-11-2017,2017,TV-MA,"Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",80191804
88,,Movie,Hickok,14-11-2017,2017,TV-MA,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town.",80191109
75,,Movie,Chelsea Peretti: One of the Greats,14-11-2014,2014,NR,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special.",80004534
84,,Movie,Casa de mi Padre,14-11-2012,2012,R,Will Ferrell stars as a Spanish-speaking cowboy in this comedy about a Mexican clan trying to rescue their ranch from greedy creditors.,70213466
128,,Movie,BuyBust,13-11-2018,2018,TV-MA,"In a mazelike Manila slum, at war with incensed civilians and a brutal cartel, special agent Nina Manigan must fight her way through one fierce night.",80222787
92,,Movie,Loudon Wainwright III: Surviving Twin,13-11-2018,2018,TV-14,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,80244848
99,,Movie,Chasing Trane,13-11-2017,2016,TV-PG,"Featuring interviews, insights and archival footage, this documentary aims to reveal how historical events shaped the music of John Coltrane.",80147403
62,,Movie,John Mulaney: The Comeback Kid,13-11-2015,2015,TV-MA,"Armed with boyish charm and a sharp wit, the former ""SNL"" writer offers sly takes on marriage, his beef with babies and the time he met Bill Clinton.",80058424
59,,Movie,Jeff Garlin: Our Man In Chicago,12-11-2019,2019,TV-MA,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",81078466
95,,Movie,Green Room,12-11-2018,2015,R,"At the end of their low-budget tour, a punk band accepts a gig at an isolated rural club, only to discover that their hosts are neo-Nazis.",80060034
96,,Movie,Long Time Running,12-11-2017,2017,TV-14,This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.,80205085
100,,Movie,A Single Man,11-11-2019,2009,R,This stream-of-consciousness drama centers on a day in the life of a gay college professor who's reeling from his longtime lover's recent death.,70117297
95,,Movie,Submission,11-11-2019,2019,TV-MA,"After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await.",81152923
88,,Movie,To Be of Service,11-11-2019,2019,TV-MA,"Traumatized by combat, newly returned war veterans find solace in service dogs that guide them back to a fulfilling civilian life.",81171862
126,,Movie,Bon Cop Bad Cop 2,11-11-2017,2017,TV-MA,"Two veteran buddy cops are back for a second chapter, this time to tackle a car theft ring that turns out to be much more than they bargained for.",80131563
98,,Movie,True Memoirs of an International Assassin,11-11-2016,2016,TV-14,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela.",80091658
114,,Movie,The Workshop,10-11-2018,2017,TV-MA,"In an old shipyard town in France, sociopolitical tensions beset a writing workshop where the instructor notices a student with a dark side.",80237420
65,,Movie,Bill Burr: Let It Go,10-11-2017,2010,NR,"The musings of comedian Bill Burr are let loose in this special, which was filmed at the historic Fillmore Auditorium in San Francisco.",70174733
54,,Movie,Mea Culpa,10-11-2017,2017,TV-MA,"Raw and outspoken, comedian Alexis de Anda bares her soul about weddings, exercise, sex, gynecologists, drugs and much more in this stand-up special.",80183088
76,,Movie,Natalia Valdebenito: Gritona,10-11-2017,2017,TV-MA,"Chile's Natalia Valdebenito hits Santiago's Teatro Caupolicán with a one-woman show steeped in irony, a dash of improv and her own personal style.",80198018
100,,Movie,The Killer,10-11-2017,2017,TV-MA,"In lawless badlands, reclusive Cabeleira sets out to discover the fate of his gunman father and grows to be a feared assassin himself.",80127990
71,,Movie,Kathleen Madigan: Bothering Jesus,10-11-2016,2016,TV-MA,"The Irish American comic riffs on everything from growing up in Missouri, signing up her parents to be Uber drivers and anything to do with bacon.",80134279
102,,Movie,16 Blocks,01-11-2019,2006,PG-13,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.",70044870
119,,Movie,187,01-11-2019,1997,R,"After one of his high school students attacks him, dedicated teacher Trevor Garfield grows weary of the gang warfare in the New York City school system and moves to California to teach there, thinking it must be a less hostile environment.",26597413
94,,Movie,A Remarkable Tale,01-11-2019,2019,TV-MA,"The residents of an isolated town look to revive their home's identity when a group of foreigners unexpectedly arrive, bringing culture shock with them.",80245356
119,,Movie,American History X,01-11-2019,1998,R,A neo-Nazi gets sent to prison for murder and comes out a changed man. But can he prevent his younger brother from following in his footsteps?,18002692
90,,Movie,American Son,01-11-2019,2019,TV-MA,Time passes and tension mounts in a Florida police station as an estranged interracial couple awaits news of their missing teenage son.,81024100
105,,Movie,Anger Management,01-11-2019,2003,PG-13,"After a gentle businessman is forced to get anger management counseling, his therapist moves in – but turns out to have anger issues of his own.",60027583
89,,Movie,Apache Warrior,01-11-2019,2017,TV-MA,Recovered cockpit footage and telling interviews reveal the true stories of US fighter pilots in one of the largest combat strikes in history.,80216003
108,,Movie,Butterfield 8,01-11-2019,1960,TV-14,"Elizabeth Taylor won an Oscar as Gloria Wandrous, a stylish call girl who yearns to go straight, especially after she thinks she's found Mr. Right.",60002033
108,,Movie,Cat on a Hot Tin Roof,01-11-2019,1958,NR,"Members of a Southern clan scramble to curry favor with a dying, wealthy patriarch in this adaptation of Tennessee Williams's sizzling stage drama.",70046968
87,,Movie,Christmas Break-In,01-11-2019,2019,TV-PG,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage.",81154982
112,,Movie,Christmas in the Heartland,01-11-2019,2017,TV-PG,Two girls realize they're both visiting grandparents they’ve never met and decide to switch places to see how the other half lives.,81063129
101,,Movie,Christmas Survival,01-11-2019,2018,TV-MA,"With Christmas just around the corner, sisters Miranda and Lyla bring their families to their childhood home, where rivalries don't take a holiday.",81074542
89,,Movie,Cleopatra Jones,01-11-2019,1973,PG,"A stylin' special agent chases down drug lords and does her part to stop trafficking. Soon, she finds herself seeking revenge on a dealer.",382650
91,,Movie,Code Name: The Cleaner,01-11-2019,2007,PG-13,A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.,70044705
200,,Movie,Doctor Zhivago,01-11-2019,1965,PG-13,A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.,449931
119,,Movie,Drive,01-11-2019,2019,TV-14,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets.",81189912
90,,Movie,Elliot the Littlest Reindeer,01-11-2019,2018,PG,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts.",80215046
103,,Movie,Enter the Dragon,01-11-2019,1973,R,"Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord.",60036838
110,,Movie,Euphoria,01-11-2019,2018,R,"An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances.",81179693
133,,Movie,Executive Decision,01-11-2019,1996,R,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them.",485218
